Date,Time,AKSUSE1QTS_M01U_ival,AKSUSE1QTS_M01U_unit,AKSUSE1MF01M01U_ival,AKSUSE1MF01M01U_unit,AKSUSE2QTS_M01U_ival,AKSUSE2QTS_M01U_unit,AKSUSE2MF01M01U_ival,AKSUSE2MF01M01U_unit,Aeration_rate:_total_of_5EE_if_all_14_aerators_per_tank_are_blowing_EnergieeinheitenBB1_ival,EnergieeinheitenBB1_unit,DO_AKBBBB1QO2_M01U_ival,DO_AKBBBB1QO2_M01U_unit,DO_AKBBBB1QO2_M02U_ival,DO_AKBBBB1QO2_M02U_unit,Schlammalter_ival,Schlammalter_unit,Aerobic_sludge_age_Aerobes_Schlammalter_ival,Aerobes_Schlammalter_unit,Ammonia_AKBVBW1QNH4H01_ival,AKBVBW1QNH4H01_unit,Nitric_oxide_AKBVBW1QNO_H01_ival,AKBVBW1QNO_H01_unit,phosphate_AKBVBW1QPO4H01_ival,AKBVBW1QPO4H01_unit,Redox_Potential_AKBVBW1QROXH01_ival,AKBVBW1QROXH01_unit,pH_in_tank_AKBVBW1QPH_H01_ival,AKBVBW1QPH_H01_unit,TS_AKBVBW1QTS_H01_ival,AKBVBW1QTS_H01_unit,AKBVBW1QTS_H02_ival,AKBVBW1QTS_H02_unit,AKBNKB1ML02H01RW01_ival,AKBNKB1ML02H01RW01_unit,AKBNKB2ML02H01RW01_ival,AKBNKB2ML02H01RW01_unit,AKBNKB3ML02H01RW01_ival,AKBNKB3ML02H01RW01_unit,AKBNKB4ML02H01RW01_ival,AKBNKB4ML02H01RW01_unit,BOD_AKMVKL2LBSBM12_ival,AKMVKL2LBSBM12_unit,AKMVKL2LBSBM11_ival,AKMVKL2LBSBM11_unit,COD_AKMVKL2LCSBM12_ival,AKMVKL2LCSBM12_unit,AKMVKL2LCSBM11_ival,AKMVKL2LCSBM11_unit,AKMVKL2LNH4M12_ival,AKMVKL2LNH4M12_unit,AKMVKL2LPO4M12_ival,AKMVKL2LPO4M12_unit,AKMVKL2LPO4M14_ival,AKMVKL2LPO4M14_unit,AKMVKL2LPH_M11_ival,AKMVKL2LPH_M11_unit,Conductivity_AKMVKL2LLF_M11_ival,AKMVKL2LLF_M11_unit,AKBBBB1XS02M11_ival,AKBBBB1XS02M11_unit,AKBNKB1XS01M21_ival,AKBNKB1XS01M21_unit,AKBNKB2XS01M21_ival,AKBNKB2XS01M21_unit,AKBNKB3XS01M21_ival,AKBNKB3XS01M21_unit,AKBNKB4XS01M21_ival,AKBNKB4XS01M21_unit
27.01.2026,21:00:00,15.08,g/l,0.00,m³/h,6.55,g/l,70.15,m³/h,2.0,EE,0.0,mg/l,2.9,mg/l,18.37,Tage,7.94,Tage,5.8,mg/l,5.2,mg/l,0.3,mg/l,-462,mV,7.09,,4.1,g/l,4.1,g/l,789,m³/h,664,m³/h,880,m³/h,1291,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
27.01.2026,22:00:00,13.74,g/l,0.00,m³/h,6.65,g/l,70.13,m³/h,2.0,EE,0.0,mg/l,2.8,mg/l,18.06,Tage,8.17,Tage,6.0,mg/l,5.2,mg/l,0.3,mg/l,-462,mV,7.08,,4.1,g/l,4.1,g/l,809,m³/h,651,m³/h,898,m³/h,1290,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
27.01.2026,23:00:00,13.54,g/l,0.00,m³/h,6.67,g/l,70.14,m³/h,2.0,EE,0.0,mg/l,2.8,mg/l,17.96,Tage,8.29,Tage,5.9,mg/l,5.2,mg/l,0.4,mg/l,-463,mV,7.07,,4.1,g/l,4.1,g/l,807,m³/h,644,m³/h,861,m³/h,1274,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,00:00:00,15.08,g/l,0.00,m³/h,6.93,g/l,70.11,m³/h,2.0,EE,0.0,mg/l,2.8,mg/l,17.27,Tage,7.95,Tage,5.7,mg/l,5.1,mg/l,0.3,mg/l,-463,mV,7.07,,4.1,g/l,4.1,g/l,814,m³/h,648,m³/h,843,m³/h,1260,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,01:00:00,15.08,g/l,0.00,m³/h,6.91,g/l,70.06,m³/h,2.3,EE,0.0,mg/l,2.9,mg/l,17.55,Tage,8.64,Tage,5.5,mg/l,5.1,mg/l,0.6,mg/l,-462,mV,7.07,,4.2,g/l,4.2,g/l,784,m³/h,639,m³/h,834,m³/h,1250,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,02:00:00,13.94,g/l,0.00,m³/h,6.69,g/l,70.09,m³/h,2.0,EE,0.0,mg/l,2.8,mg/l,18.22,Tage,8.68,Tage,4.7,mg/l,5.6,mg/l,0.2,mg/l,-462,mV,7.07,,4.2,g/l,4.2,g/l,783,m³/h,623,m³/h,789,m³/h,1163,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,03:00:00,9.24,g/l,0.00,m³/h,6.79,g/l,69.98,m³/h,2.0,EE,0.0,mg/l,3.0,mg/l,18.12,Tage,8.08,Tage,4.0,mg/l,5.7,mg/l,0.2,mg/l,-462,mV,7.06,,4.2,g/l,4.2,g/l,760,m³/h,571,m³/h,588,m³/h,1064,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,04:00:00,11.77,g/l,0.00,m³/h,6.80,g/l,69.94,m³/h,1.8,EE,0.0,mg/l,3.3,mg/l,18.18,Tage,7.43,Tage,2.8,mg/l,6.0,mg/l,0.2,mg/l,-462,mV,7.05,,4.3,g/l,4.2,g/l,719,m³/h,492,m³/h,626,m³/h,973,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,05:00:00,15.06,g/l,0.00,m³/h,6.96,g/l,69.90,m³/h,1.5,EE,0.0,mg/l,3.7,mg/l,17.84,Tage,6.70,Tage,1.4,mg/l,6.4,mg/l,0.1,mg/l,-462,mV,7.05,,4.2,g/l,4.2,g/l,629,m³/h,386,m³/h,460,m³/h,963,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,06:00:00,11.66,g/l,0.00,m³/h,6.37,g/l,68.49,m³/h,1.5,EE,0.5,mg/l,3.9,mg/l,19.47,Tage,7.01,Tage,0.8,mg/l,6.3,mg/l,0.1,mg/l,-462,mV,7.05,,4.2,g/l,4.2,g/l,575,m³/h,338,m³/h,479,m³/h,918,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,07:00:00,10.14,g/l,0.00,m³/h,0.02,g/l,38.24,m³/h,1.5,EE,0.9,mg/l,4.1,mg/l,19.99,Tage,7.18,Tage,0.6,mg/l,6.3,mg/l,0.1,mg/l,-462,mV,7.06,,4.2,g/l,4.2,g/l,518,m³/h,284,m³/h,380,m³/h,708,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,08:00:00,13.65,g/l,0.00,m³/h,0.00,g/l,0.00,m³/h,1.5,EE,0.7,mg/l,3.9,mg/l,19.99,Tage,7.18,Tage,0.3,mg/l,6.4,mg/l,0.1,mg/l,-462,mV,7.06,,4.3,g/l,4.2,g/l,499,m³/h,279,m³/h,366,m³/h,792,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,09:00:00,13.53,g/l,0.00,m³/h,0.00,g/l,0.00,m³/h,1.5,EE,0.2,mg/l,3.8,mg/l,19.99,Tage,7.18,Tage,0.3,mg/l,6.6,mg/l,0.1,mg/l,-462,mV,7.05,,4.2,g/l,4.3,g/l,480,m³/h,288,m³/h,390,m³/h,948,m³/h,320,mg/l,230,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,9.20,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,10:00:00,12.93,g/l,0.00,m³/h,0.00,g/l,0.00,m³/h,1.5,EE,0.0,mg/l,3.7,mg/l,19.99,Tage,7.18,Tage,0.6,mg/l,6.7,mg/l,0.1,mg/l,-462,mV,7.06,,4.2,g/l,4.3,g/l,518,m³/h,287,m³/h,400,m³/h,841,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,11:00:00,,g/l,,m³/h,,g/l,,m³/h,1.5,EE,,mg/l,,mg/l,19.99,Tage,7.18,Tage,1.2,mg/l,6.5,mg/l,0.1,mg/l,-462,mV,7.08,,4.1,g/l,4.2,g/l,609,m³/h,368,m³/h,442,m³/h,988,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,65.0,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,12:00:00,15.08,g/l,0.00,m³/h,0.00,g/l,0.00,m³/h,1.4,EE,0.0,mg/l,2.9,mg/l,19.99,Tage,7.18,Tage,2.0,mg/l,5.9,mg/l,0.2,mg/l,-461,mV,7.09,,4.1,g/l,4.1,g/l,677,m³/h,412,m³/h,619,m³/h,1045,m³/h,,mg/l,,mg/l,760,mg/l,419,mg/l,,mg/l,,mg/l,,mg/l,7.6,pH,1.60,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,13:00:00,15.08,g/l,0.00,m³/h,0.00,g/l,0.00,m³/h,1.4,EE,0.0,mg/l,2.7,mg/l,19.99,Tage,7.18,Tage,3.7,mg/l,4.6,mg/l,0.4,mg/l,-459,mV,7.15,,4.0,g/l,4.0,g/l,714,m³/h,518,m³/h,753,m³/h,1145,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,14:00:00,15.08,g/l,0.00,m³/h,0.00,g/l,0.00,m³/h,3.5,EE,0.3,mg/l,3.3,mg/l,19.99,Tage,7.18,Tage,5.8,mg/l,2.9,mg/l,0.8,mg/l,-275,mV,7.16,,4.3,g/l,4.1,g/l,765,m³/h,541,m³/h,749,m³/h,1141,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,15:00:00,15.07,g/l,0.00,m³/h,0.00,g/l,0.00,m³/h,2.4,EE,2.8,mg/l,3.1,mg/l,19.99,Tage,7.18,Tage,5.4,mg/l,4.8,mg/l,0.9,mg/l,-252,mV,7.11,,4.3,g/l,4.0,g/l,807,m³/h,608,m³/h,787,m³/h,1155,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,16:00:00,15.07,g/l,0.00,m³/h,0.00,g/l,0.00,m³/h,1.0,EE,0.7,mg/l,2.6,mg/l,19.99,Tage,7.18,Tage,4.6,mg/l,7.0,mg/l,0.3,mg/l,-286,mV,7.15,,4.3,g/l,4.2,g/l,789,m³/h,615,m³/h,830,m³/h,1189,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,17:00:00,15.07,g/l,0.00,m³/h,2.20,g/l,25.39,m³/h,3.0,EE,0.0,mg/l,3.1,mg/l,20.37,Tage,7.33,Tage,6.0,mg/l,4.8,mg/l,0.7,mg/l,-249,mV,7.15,,4.3,g/l,4.1,g/l,799,m³/h,630,m³/h,823,m³/h,1268,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,18:00:00,15.07,g/l,0.00,m³/h,6.11,g/l,69.76,m³/h,1.7,EE,0.0,mg/l,2.8,mg/l,20.61,Tage,8.80,Tage,5.8,mg/l,4.9,mg/l,0.5,mg/l,-261,mV,7.12,,4.3,g/l,4.2,g/l,819,m³/h,626,m³/h,799,m³/h,1230,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,19:00:00,15.07,g/l,0.00,m³/h,6.30,g/l,69.85,m³/h,1.2,EE,0.0,mg/l,2.4,mg/l,20.01,Tage,10.24,Tage,5.3,mg/l,5.5,mg/l,0.4,mg/l,-293,mV,7.16,,4.2,g/l,4.2,g/l,822,m³/h,634,m³/h,827,m³/h,1215,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,20:00:00,15.07,g/l,0.00,m³/h,6.30,g/l,69.94,m³/h,3.2,EE,0.0,mg/l,3.4,mg/l,19.90,Tage,11.37,Tage,6.4,mg/l,3.0,mg/l,0.8,mg/l,-247,mV,7.16,,4.3,g/l,4.2,g/l,821,m³/h,645,m³/h,871,m³/h,1213,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,21:00:00,15.07,g/l,0.00,m³/h,6.37,g/l,69.94,m³/h,2.0,EE,0.0,mg/l,2.7,mg/l,19.59,Tage,8.43,Tage,5.8,mg/l,4.1,mg/l,0.4,mg/l,-286,mV,7.13,,4.3,g/l,4.2,g/l,820,m³/h,640,m³/h,838,m³/h,1260,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,22:00:00,15.07,g/l,0.00,m³/h,6.32,g/l,69.93,m³/h,2.0,EE,0.0,mg/l,2.6,mg/l,19.67,Tage,8.58,Tage,5.4,mg/l,4.7,mg/l,0.3,mg/l,-300,mV,7.14,,4.3,g/l,4.2,g/l,833,m³/h,667,m³/h,853,m³/h,1290,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
28.01.2026,23:00:00,15.08,g/l,0.00,m³/h,6.25,g/l,69.93,m³/h,2.0,EE,0.0,mg/l,2.6,mg/l,20.06,Tage,11.68,Tage,5.5,mg/l,4.2,mg/l,0.4,mg/l,-307,mV,7.13,,4.2,g/l,4.3,g/l,832,m³/h,674,m³/h,893,m³/h,1279,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,00:00:00,15.08,g/l,0.00,m³/h,6.25,g/l,69.91,m³/h,3.1,EE,0.0,mg/l,3.4,mg/l,20.04,Tage,10.11,Tage,5.3,mg/l,3.9,mg/l,1.5,mg/l,-208,mV,7.12,,4.2,g/l,4.2,g/l,840,m³/h,647,m³/h,914,m³/h,1275,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,01:00:00,15.08,g/l,0.00,m³/h,6.25,g/l,69.92,m³/h,1.7,EE,0.0,mg/l,2.6,mg/l,19.90,Tage,8.74,Tage,4.4,mg/l,4.7,mg/l,0.3,mg/l,-204,mV,7.10,,4.2,g/l,4.2,g/l,833,m³/h,666,m³/h,827,m³/h,1273,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,5.80,g/l,8.00,g/l,7.80,g/l,8.40,g/l,8.90,g/l
29.01.2026,02:00:00,15.08,g/l,0.00,m³/h,6.24,g/l,69.85,m³/h,1.0,EE,0.0,mg/l,2.4,mg/l,19.98,Tage,8.57,Tage,3.7,mg/l,5.1,mg/l,0.3,mg/l,-231,mV,7.11,,4.2,g/l,4.3,g/l,824,m³/h,627,m³/h,807,m³/h,1275,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,03:00:00,15.08,g/l,0.00,m³/h,6.18,g/l,69.77,m³/h,2.9,EE,0.0,mg/l,3.0,mg/l,20.37,Tage,6.72,Tage,3.9,mg/l,2.9,mg/l,0.5,mg/l,-163,mV,7.12,,4.4,g/l,4.2,g/l,794,m³/h,579,m³/h,714,m³/h,1160,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,04:00:00,15.08,g/l,0.00,m³/h,6.38,g/l,69.69,m³/h,2.2,EE,0.2,mg/l,3.1,mg/l,19.90,Tage,5.75,Tage,2.9,mg/l,3.2,mg/l,0.4,mg/l,-162,mV,7.08,,4.4,g/l,4.2,g/l,745,m³/h,511,m³/h,630,m³/h,1101,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,05:00:00,15.08,g/l,0.00,m³/h,6.29,g/l,69.68,m³/h,1.0,EE,0.1,mg/l,2.8,mg/l,20.37,Tage,6.24,Tage,1.2,mg/l,5.1,mg/l,0.1,mg/l,-203,mV,7.09,,4.3,g/l,4.4,g/l,704,m³/h,415,m³/h,515,m³/h,1011,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,06:00:00,15.08,g/l,0.00,m³/h,6.31,g/l,69.70,m³/h,1.0,EE,0.0,mg/l,2.9,mg/l,20.37,Tage,4.89,Tage,1.0,mg/l,3.9,mg/l,0.1,mg/l,-203,mV,7.09,,4.3,g/l,4.4,g/l,656,m³/h,371,m³/h,422,m³/h,859,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,07:00:00,15.08,g/l,0.00,m³/h,6.46,g/l,69.65,m³/h,1.0,EE,0.0,mg/l,2.9,mg/l,20.04,Tage,4.81,Tage,1.0,mg/l,2.5,mg/l,0.1,mg/l,-215,mV,7.09,,4.3,g/l,4.4,g/l,563,m³/h,267,m³/h,379,m³/h,706,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,10.00,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,08:00:00,15.08,g/l,0.00,m³/h,6.72,g/l,69.67,m³/h,1.0,EE,0.0,mg/l,2.8,mg/l,19.22,Tage,4.62,Tage,0.8,mg/l,1.2,mg/l,0.1,mg/l,-267,mV,7.09,,4.3,g/l,4.4,g/l,521,m³/h,319,m³/h,362,m³/h,667,m³/h,,mg/l,,mg/l,769,mg/l,437,mg/l,,mg/l,,mg/l,,mg/l,7.7,pH,1.60,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,09:00:00,15.08,g/l,0.00,m³/h,6.69,g/l,69.69,m³/h,1.0,EE,0.0,mg/l,2.6,mg/l,19.26,Tage,5.04,Tage,1.0,mg/l,0.4,mg/l,0.2,mg/l,-291,mV,7.09,,4.3,g/l,4.3,g/l,491,m³/h,285,m³/h,363,m³/h,789,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,10:00:00,15.08,g/l,0.00,m³/h,6.71,g/l,69.73,m³/h,2.4,EE,0.0,mg/l,2.9,mg/l,19.27,Tage,9.65,Tage,1.6,mg/l,0.3,mg/l,0.6,mg/l,-210,mV,7.11,,4.4,g/l,4.3,g/l,506,m³/h,282,m³/h,377,m³/h,1041,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,62.0,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,11:00:00,15.08,g/l,0.00,m³/h,6.77,g/l,69.79,m³/h,2.0,EE,0.1,mg/l,2.9,mg/l,19.26,Tage,11.72,Tage,1.8,mg/l,1.1,mg/l,0.6,mg/l,-183,mV,7.12,,4.3,g/l,4.4,g/l,570,m³/h,283,m³/h,465,m³/h,1140,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,12:00:00,15.08,g/l,0.00,m³/h,6.80,g/l,69.89,m³/h,1.0,EE,0.0,mg/l,2.5,mg/l,18.70,Tage,8.10,Tage,1.6,mg/l,2.7,mg/l,0.3,mg/l,-252,mV,7.15,,4.2,g/l,4.3,g/l,690,m³/h,378,m³/h,746,m³/h,1216,m³/h,330,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,13:00:00,15.08,g/l,0.00,m³/h,6.53,g/l,69.94,m³/h,3.4,EE,0.0,mg/l,3.2,mg/l,19.46,Tage,11.89,Tage,4.3,mg/l,0.8,mg/l,1.0,mg/l,-162,mV,7.18,,4.3,g/l,4.3,g/l,749,m³/h,503,m³/h,827,m³/h,1194,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,14:00:00,14.87,g/l,0.00,m³/h,6.55,g/l,70.01,m³/h,2.5,EE,0.0,mg/l,3.1,mg/l,19.13,Tage,10.84,Tage,5.3,mg/l,2.2,mg/l,0.6,mg/l,-171,mV,7.13,,4.2,g/l,4.2,g/l,801,m³/h,605,m³/h,847,m³/h,1140,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,15:00:00,15.08,g/l,0.00,m³/h,6.45,g/l,70.07,m³/h,2.0,EE,0.0,mg/l,2.9,mg/l,19.35,Tage,9.66,Tage,5.3,mg/l,4.7,mg/l,0.4,mg/l,-189,mV,7.13,,4.2,g/l,4.3,g/l,846,m³/h,711,m³/h,836,m³/h,1142,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,16:00:00,15.08,g/l,0.00,m³/h,6.34,g/l,70.07,m³/h,2.5,EE,0.0,mg/l,3.2,mg/l,19.74,Tage,9.76,Tage,6.1,mg/l,5.0,mg/l,1.1,mg/l,-167,mV,7.12,,4.2,g/l,4.3,g/l,859,m³/h,728,m³/h,855,m³/h,1199,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,17:00:00,15.08,g/l,0.00,m³/h,6.38,g/l,70.07,m³/h,1.3,EE,0.0,mg/l,2.7,mg/l,19.43,Tage,9.01,Tage,5.9,mg/l,6.0,mg/l,0.3,mg/l,-187,mV,7.13,,4.2,g/l,4.2,g/l,829,m³/h,691,m³/h,872,m³/h,1241,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,18:00:00,15.08,g/l,0.00,m³/h,6.41,g/l,70.07,m³/h,1.7,EE,0.0,mg/l,2.7,mg/l,19.61,Tage,12.16,Tage,6.4,mg/l,5.1,mg/l,0.4,mg/l,-182,mV,7.18,,4.2,g/l,4.3,g/l,831,m³/h,680,m³/h,890,m³/h,1223,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,19:00:00,15.08,g/l,0.00,m³/h,6.45,g/l,70.08,m³/h,2.9,EE,0.0,mg/l,3.3,mg/l,19.49,Tage,10.60,Tage,7.6,mg/l,3.2,mg/l,0.7,mg/l,-152,mV,7.16,,4.3,g/l,4.2,g/l,830,m³/h,661,m³/h,875,m³/h,1221,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,20:00:00,15.08,g/l,0.00,m³/h,6.40,g/l,70.07,m³/h,2.0,EE,0.0,mg/l,2.7,mg/l,19.67,Tage,11.30,Tage,6.9,mg/l,4.9,mg/l,0.4,mg/l,-180,mV,7.14,,4.2,g/l,4.3,g/l,829,m³/h,683,m³/h,850,m³/h,1233,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,21:00:00,15.08,g/l,0.00,m³/h,6.41,g/l,70.08,m³/h,2.0,EE,0.0,mg/l,2.7,mg/l,19.43,Tage,8.77,Tage,6.7,mg/l,5.3,mg/l,0.4,mg/l,-181,mV,7.14,,4.2,g/l,4.2,g/l,832,m³/h,670,m³/h,889,m³/h,1217,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,22:00:00,15.08,g/l,0.00,m³/h,6.39,g/l,70.05,m³/h,2.0,EE,0.0,mg/l,2.6,mg/l,19.59,Tage,9.64,Tage,6.8,mg/l,5.1,mg/l,0.4,mg/l,-180,mV,7.15,,4.2,g/l,4.3,g/l,841,m³/h,674,m³/h,918,m³/h,1236,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
29.01.2026,23:00:00,15.08,g/l,0.00,m³/h,6.40,g/l,70.09,m³/h,2.0,EE,0.0,mg/l,2.7,mg/l,19.56,Tage,11.14,Tage,7.1,mg/l,4.9,mg/l,0.4,mg/l,-181,mV,7.15,,4.2,g/l,4.2,g/l,841,m³/h,696,m³/h,907,m³/h,1223,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
